,contentid,contenttypeid,title,overview,firstimage,addr1,mapx,mapy,tags
135,2693763,82,Daegwallyeong Hwangtaechon(대관령황태촌),"A place where you can enjoy various yellow pollack dishes. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is grilled deodeok.",http://tong.visitkorea.or.kr/cms/resource/33/590233_image2_1.jpg,"28-1, Jumun-ro, Gangneung-si, Gangwon-do",128.8257050636,37.8865128024,"['yellow', 'famous', 'deodeok', 'dishes', 'menu', 'gangneungsi', 'restaurant', 'korean', 'grilled', 'pollack']"
136,611377,78,Daegwallyeong Museum (대관령박물관),"Daegwallyeong Museum is located in Gangneung-si, Gangwon-do. It is housed in a building that resembles a dolmen, striking a balance with the surrounding landscape and earning it an Outstanding Architecture Award from the Construction Association of Korea and the Best Award from Gangwon-do.<br><br>
The museum has six exhibition halls, including those that are named after the guardian gods that represent the four directions. Cheongnyongbang (Room of the Blue Dragon - East) is decorated in blue and displays celadon and traditional ceramics. Baekobang (Room of the White Tiger - West) is in white and exhibits Buddhist art and wooden dolls. Jujakbang (Room of the Red Vermillion - South) is in red and displays a bridal palanquin, folk paintings, and calligraphy. The black Hyeonmubang (Room of the Black Turtle - North) displays bronze relics. Also, there is the Togibang (Earthenware) showing Prehistoric era shacks and earthenware, and Uribang, exhibiting wooden furniture and folk craftwork. The outdoor space offers an exhibit of stone pagodas and statues as well as a thatched cottage and an operating water mill.",http://tong.visitkorea.or.kr/cms/resource/52/219452_image2_1.jpg,"1, Daegwallyeongyet-gil, Gangneung-si, Gangwon-do",128.8040011557,37.7167264799,"['exhibits', 'palanquin', 'furniture', 'folk', 'landscape', 'operating', 'six', 'red', 'traditional', 'directions', 'calligraphy', 'daegwallyeong', 'shacks', 'museum', 'baekobang', 'space', 'exhibit', 'uribang', 'balance', 'art', 'award', 'dolmen', 'paintings', 'jujakbang', 'north', 'outdoor', 'mill', 'building', 'cheongnyongbang', 'construction', 'south', 'black', 'water', 'blue', 'halls', 'white', 'hyeonmubang', 'turtle', 'tiger', 'guardian', 'resembles', 'represent', 'surrounding', 'ceramics', 'vermillion', 'exhibition', 'earning', 'buddhist', 'statues', 'housed', 'room', 'craftwork', 'four', 'east', 'thatched', 'association', 'bronze', 'wooden', 'earthenware', 'showing', 'cottage', 'bridal', 'prehistoric', 'outstanding', 'decorated', 'gangneungsi', 'pagodas', 'dolls', 'displays', 'striking', 'gods', 'togibang', 'west', 'architecture', 'dragon', 'best', 'exhibiting', 'stone', 'relics', 'named', 'celadon', 'gangwondobrbr', 'era']"
137,586243,76,Daegwallyeong National Recreational Forest (국립 대관령자연휴양림),Daegwallyeong National Recreational Forest divides Gangwon Province from east to west and is known for its famous pine tree forests. It was designated as a suitable resting place to enjoy as it’s harmoniously situated in a valley surrounded by lush vegetation. Beautiful view of Gangneung and the East Sea can be seen day and night.,http://tong.visitkorea.or.kr/cms/resource/96/598296_image2_1.jpg,"133, Sampoam-gil, Gangneung-si, Gangwon-do",128.7815478522,37.7092769061,"['famous', 'resting', 'forest', 'vegetation', 'national', 'daegwallyeong', 'west', 'gangneung', 'view', 'designated', 'beautiful', 'situated', 'tree', 'sea', 'suitable', 'valley', 'seen', 'east', 'night', 'forests', 'gangwon', 'divides', 'day', 'harmoniously', 'known', 'province', 'recreational', 'lush', 'pine', 'surrounded']"
138,2818896,76,Daegwallyeong Samyang Farm (대관령 삼양목장),"Daegwallyeong Samyang Farm is a livestock farm opened in 1972 to source product for Samyang Food, then opened as a tourist attraction in 2007 making it open to the public. The animals are free to roam the large ranch fields and the wind generator on top of the hill is the largest in Korea to create natural energy. At the farm, visitors can take in the beautiful scenery, watch a sheep herding performance, feed sheep and ostrich, and so much more. There are various Samyang products sold at the ranch mart as well as organic milk products to try as well.&nbsp;<br>",,"708-9, Kkotbatyangji-gil, Pyeongchang-gun, Gangwon-do",128.7196946422,37.7239906732,"['watch', 'tourist', 'ranch', 'sheep', 'product', 'free', 'top', 'farm', '2007', 'much', 'feed', 'try', 'create', 'roam', 'large', 'fields', 'generator', 'herding', 'daegwallyeong', 'organic', 'milk', 'livestock', 'samyang', '1972', 'making', 'largest', 'attraction', 'open', 'beautiful', 'source', 'food', 'ostrich', 'performance', 'opened', 'natural', 'public', 'sold', 'animals', 'energy', 'hill', 'mart', 'products', 'wellnbspbr', 'wind', 'take', 'scenery']"
139,264615,76,Daegwallyeong Sheep Ranch (대관령 양떼목장),"Daegwallyeong Sheep Ranch is a privately owned ranch on an area of 195 k㎡. There are many ranches in Pyeongchang, but Daegwallyeong Sheep Ranch is the only ranch that raises sheep. The sheep grazing field is surrounded by a 1.2 meter-long circular walkway, so visitors can view the sheep at all times during their visit. It takes about 40 minutes to walk along this path. A wooden shack located in the field appeared as a backdrop of the movie ""The Man from Mars.""  The wooden shack fits perfectly with the sheep farm, and has become a popular photo site. To get a closer experience with the sheep, sign up for the feeding experience, where you can give hay to the sheep and even reach out to touch their fuzzy heads.",http://tong.visitkorea.or.kr/cms/resource/45/2365245_image2_1.jpg,"483-32, Daegwallyeongmaru-gil, Pyeongchang-gun, Gangwon-do",128.7533288363,37.6876427505,"['walkway', 'field', 'ranch', 'sheep', 'heads', 'meterlong', 'appeared', 'give', 'pyeongchang', 'times', 'farm', 'become', '195', '40', 'visit', 'sign', 'path', 'raises', 'backdrop', 'daegwallyeong', 'touch', 'shack', 'ranches', 'owned', 'walk', 'view', 'k㎡', 'photo', 'circular', 'feeding', 'grazing', 'even', 'takes', 'along', 'man', 'reach', '12', 'privately', 'closer', 'fuzzy', 'minutes', 'movie', 'wooden', 'popular', 'hay', 'get', 'site', 'experience', 'fits', 'surrounded', 'mars', 'perfectly']"
140,2037224,76,Daegwallyeong Sky Ranch (대관령 하늘목장),"Daegwallyeong Sky Ranch, established in 1974, is located on a 100 million ㎡ plot of land in the highlands of Daegwallyeong Pass. The ranch opened to the public as a tourist attraction in 2014. The environmentally friendly ranch raises over 400 cows, 100 sheep, and 40 horses. Visitors can easily view the ranch by riding a tractor over the 5-kilometer-long course. The view of the ranch and surrounding area is best seen from the sky deck observatory, located at 1,000 meters above sea level. The ranch also features four themed walking paths. Available activities include horseback riding and feeding baby animals.",http://tong.visitkorea.or.kr/cms/resource/72/2037172_image2_1.jpg,"458-23, Kkotbadyangji-gil, Pyeongchang-gun, Gangwon-do",128.7188396792,37.7071731576,"['tractor', 'sky', 'ranch', 'tourist', 'sheep', 'million', 'baby', 'horses', 'level', 'observatory', 'horseback', 'meters', 'course', '40', 'highlands', '1000', 'land', 'surrounding', 'easily', 'plot', 'raises', 'daegwallyeong', 'established', '5kilometerlong', '2014', 'attraction', 'deck', '㎡', '400', 'view', 'feeding', 'riding', 'sea', 'activities', 'friendly', 'best', 'paths', 'include', 'features', 'pass', '1974', 'opened', 'themed', 'walking', 'public', '100', 'seen', 'four', 'available', 'animals', 'environmentally', 'cows']"
141,679008,85,Daegwallyeong Snow Festival (대관령 눈꽃축제),"The Daegwallyeong Snow Festival is held in Daegwallyeong, Pyeongchang every January.Daegwallyeong Snow Festival first began in 1993 and was one of the first snow festivals that took place at the time. The festival's beautiful snowy hills and enjoyable activities are the perfect combination for bringing out the child in everyone.",http://tong.visitkorea.or.kr/cms/resource/50/2779250_image2_1.jpg,"135-5, Daegwallyeong-ro, Pyeongchang-gun, Gangwon-do",128.7112386529,37.6723187086,"['first', 'januarydaegwallyeong', 'hills', 'pyeongchang', 'child', 'festivals', 'daegwallyeong', 'festival', 'beautiful', 'snowy', 'activities', 'perfect', 'snow', '1993', 'took', 'everyone', 'held', 'bringing', 'enjoyable', 'combination', 'time', 'every', 'began']"
142,2465933,76,Daegwallyeong Snow Town (대관령 눈꽃마을),"Nestled in the high altitudes on the outskirts of Baekdudaegan Mountain Range's Hwangbyeongsan Mountain, Daegwallyeong Snow Town is a small farm village that pioneered Korea's high-land agriculture and is well-recognized for its ranches. It is also the birthplace of Korea's ski facilities and beholds the pride of cultural value of sports and tradition as the village's Pyeongchang Hwangbyeongsan Mountain Hunting Tradition was designated as the 19th Intangible Cultural Heritage of Gangwon. Eighty-percent of the village land consists of forests and in year 2008, Daegwallyeong Snow Town opened a Mountain Village Ecology Center under the supervision of Korea Forest Service and Pyeongchang-gun County. A variety of experience programs are available throughout the year according to the season, such as picking dog-tooth violets, gomchwi, and cirsium in spring, ranger training experience and cooking rice with cirsium in summer, riding on a donkey and creating individual plant guidebooks in fall, and enjoying winter sledding and other winter activities in winter. Other activities including horseback riding, ATV, peformances are also available.",http://tong.visitkorea.or.kr/cms/resource/31/1789031_image2_1.JPG,"27-22, Chahangseonyeok-gil, Pyeongchang-gun, Gangwon-do",128.6767793127,37.7159629949,"['picking', 'peformances', 'small', 'throughout', 'ranges', 'daegwallyeong', 'supervision', 'pride', 'village', 'spring', 'donkey', 'facilities', 'center', 'violets', 'wellrecognized', 'variety', 'programs', 'altitudes', 'beholds', 'pyeongchanggun', 'birthplace', 'pioneered', 'forest', 'year', '2008', 'pyeongchang', 'highland', 'heritage', 'baekdudaegan', 'ranches', 'training', 'county', 'activities', 'summer', 'sports', 'hwangbyeongsan', 'season', 'cirsium', 'cooking', 'according', 'town', 'experience', 'ranger', 'guidebooks', 'sledding', 'service', 'horseback', 'farm', 'atv', 'villages', 'consists', 'nestled', 'intangible', 'agriculture', 'koreas', '19th', 'opened', 'high', 'outskirts', 'available', 'ecology', 'gangwon', 'plant', 'rice', 'gomchwi', 'tradition', 'land', 'hunting', 'fall', 'creating', 'designated', 'value', 'ski', 'riding', 'cultural', 'snow', 'dogtooth', 'winter', 'forests', 'eightypercent', 'individual', 'enjoying', 'mountain']"
143,1963043,76,Daegwallyeong Special Tourist Zone (대관령 관광특구),"The Daegwallyeong Special Tourist Zone is made up of five cities and counties in Gangwon-do, including Pyeongchang-gun, which hosted the 2018 Winter Olympics. Blessed with picturesque highland scenery, the Daegwallyeong Special Tourist Zone includes Gangneung, Donghae, Samcheok, Hoengseong and Pyeongchang. <br>
 <br>
 Gangneung is located the nearest to Daegwallyeong. Famous attractions in Gangneung include Gyeongpoho Lake and Gyeongpodae Pavilion. Two of Gangneung’s historic villas, Ojukheon House and Seongyojang House, have been beautifully maintained for centuries. <br>
 <br>
 Donghae’s two ports, Donghaehang Port and Mukhohang Port, are always buzzing with the energy of coastal life. Donghaehang Port is a base for the distribution of materials, industrial development, and trade. Cruise ferries take passengers to Russia and Japan. Meanwhile, ferries going to Ulleungdo Island depart from Mukhohang Port, which is located near Mukho Lighthouse and the Bukpyeong Fifth-day Market. <br>
 <br>
 Samcheok is a coastal city in the southernmost part of Gangwon-do. With National Road No. 7 at the center, Samcheok is bordered by Donghae to the north and Uljin to the south. Hwanseongul Cave, the biggest limestone cave in Korea, and Daegeumgul Cave are some of the city’s major attractions. <br>
 <br>
 Hoengseong is famous for its local hanu (Korean beef) and the diverse agricultural experience programs the county offers. The lush forests and the road with a scenic view of Taegisan Mountain attract many tourists. <br>
 <br>
Located 700 meters above sea level, Pyeongchang is home to many ski resorts, making it a major destination for winter sports. <br>
 <br>
 <br>
 [Daegwallyeong Special Tourist Zone] <br>
Areas included<br>
-  Areas around Hoengseong, Pyeongchang, Gangneung, Donghae, and Samcheok in Gangwon-do<br><br>
Total area: 428.3 ㎢ <br>
- Gangneung 90.4 ㎢, Donghae 48.4 ㎢, Samcheok 11.3 ㎢, Hoengseong 63.5 ㎢, Pyeongchang 214.7 ㎢ <br><br>
Tourist attractions<Br>
- Yongpyong Resort, Alpensia Resort, Phoenix Pyeongchang, Daegwallyeong Sheep Farm, Donghaehang Port, Mukhohang Port, Seongyojang House, Cheongokdonggul Cave, etc.",http://tong.visitkorea.or.kr/cms/resource/09/1583609_image2_1.jpg,"Hoengseong-gun, Pyeongchang-gun, Donghae-si, Samcheok-si & Gangneung-si in Gangwon-do",128.686641589,37.6487487373,"['materials', 'famous', 'destination', 'includes', 'gyeongpodae', 'japan', 'buzzing', 'ferries', 'cruise', 'daegwallyeong', 'development', 'bukpyeong', 'lighthouse', 'resort', 'center', 'industrial', 'part', 'includedbr', 'programs', 'depart', 'etc', '700', 'blessed', 'picturesque', 'take', 'villas', 'pyeongchanggun', 'special', 'pyeongchang', 'maintained', '113', 'yongpyong', 'highland', 'ports', 'limestone', 'centuries', 'phoenix', 'lake', 'russia', 'donghaes', 'donghae', 'agricultural', 'around', 'scenic', 'five', 'attract', 'resorts', 'north', 'making', 'road', 'gangneung', 'attractions', 'county', 'coastal', 'south', 'port', 'sports', 'distribution', 'going', 'life', '2018', 'nearest', 'hoengseong', 'hosted', 'bordered', 'citys', 'br', 'gyeongpoho', 'zone', 'experience', 'cheongokdonggul', 'cave', 'made', 'tourist', 'sheep', 'alpensia', 'near', 'two', 'base', 'farm', 'ojukheon', 'daegeumgul', 'samcheok', 'national', 'southernmost', 'tourists', 'hanu', 'cities', '㎢', 'trade', 'uljin', 'view', 'attractionsbr', 'diverse', '904', 'include', 'passengers', 'market', 'pavilion', 'meanwhile', 'historic', 'olympics', 'major', 'counties', 'korean', 'scenery', 'biggest', 'areas', 'gangneungs', 'brbr', 'beef', 'donghaehang', 'level', '7', 'meters', 'house', 'fifthday', 'seongyojang', 'city', 'home', 'hwanseongul', 'total', '635', 'local', 'ski', 'sea', '484', 'always', 'mukhohang', 'winter', 'forests', 'beautifully', 'energy', 'taegisan', 'ulleungdo', '2147', 'lush', 'gangwondobrbr', 'mukho', '4283', 'island', 'mountain']"
144,264440,76,Daepohang Port (대포항),"Located on the southernmost point of Sokcho, Daephohang Port is known as a place to find quality fish with the rise of Seoraksan Mountain as a popular tourist destination. However, the port was a well-known port even before Sokcho existed. On a map of Korea that was published right after the Korean War, Daepohang Port can be found with other notable ports while the city of Sokcho is not indicated. With the opening of Sokcho and Sokcho Port in 1942, Daepohang Port became a secluded port visited by few fishing boats.",,"64, Daepohang-gil, Sokcho-si, Gangwon-do",128.6074602892,38.1749528373,"['however', 'war', 'tourist', 'fish', 'destination', 'ports', 'map', 'southernmost', 'became', 'city', 'visited', 'published', 'seoraksan', 'point', 'wellknown', 'indicated', 'daephohang', 'quality', 'right', 'opening', 'even', 'port', 'boats', 'find', 'daepohang', 'secluded', 'fishing', 'found', '1942', 'sokcho', 'known', 'rise', 'popular', 'korean', 'existed', 'mountain', 'notable']"
145,2545184,80,Dagagada Hanok [Korea Quality] / 다가가다 한옥 [한국관광 품질인증],"
Dagagada Hanok located on Pyeonghwa-ro, Hwacheon-eup commands a panoramic view of the Bukhangang River, which originates from Paroho Lake and flows around Hwacheon. Only 2km from the place where the Hwacheon Trout Festival is held, and 3.5km from Bungeoseom Island where the Canoe Festival is held, the pension is a perfect place to stay for those visiting the area for these festivals. Hwacheon Bus Terminal is within 2.5km from the pension, and the pension also offers pickup service from the bus terminal. Dagagada Hanok has a total of six rooms, which are painted blue, yellow, purple, black, and green. The unique room interiors are made by none other than the pension owner, who majored in calligraphy. All the guestrooms include a cozy red clay room. The outdoor terrace commands a great view of the Bukhangang River, where guests can enjoy a barbecue party with their family, friends, or romantic partner. There is also a traditional tea house for guests to enjoy a sip of tea in leisure.  <br>",http://tong.visitkorea.or.kr/cms/resource/56/2557656_image2_1.jpg,"167, Pyeonghwa-ro, Hwacheon-eup, Hwacheon-gun, Gangwon-do",127.7256318592,38.0967062235,"['none', 'originates', 'stay', 'guests', 'tea', '25km', 'service', 'br', 'six', '2km', 'dagagada', 'bus', 'festivals', 'yellow', 'lake', 'hwacheon', 'unique', 'red', 'clay', 'great', 'traditional', 'around', 'calligraphy', 'pension', 'partner', 'panoramic', 'romantic', 'outdoor', 'festival', 'terminal', 'view', 'total', 'interiors', 'room', 'perfect', 'hwacheoneup', 'bukhangang', 'black', 'cozy', 'include', 'river', 'purple', 'visiting', 'rooms', 'family', 'house', 'majored', 'green', 'paroho', 'pyeonghwaro', 'blue', 'terrace', 'sip', 'held', 'canoe', 'pickup', 'barbecue', 'leisure', 'within', '35km', 'bungeoseom', 'commands', 'flows', 'owner', 'guestrooms', 'painted', 'party', 'friends', 'made', 'island', 'trout', 'hanok']"
146,2699230,82,Dano Maeul (단오마을),"It is a place where you can enjoy various Korean side dishes. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is steamed ray.",http://tong.visitkorea.or.kr/cms/resource/11/2684811_image2_1.jpg,"24, Namsanchogyo-gil, 11beon-gil, Gangneung-si, Gangwon-do",128.8922894737,37.7475690744,"['side', 'famous', 'ray', 'dishes', 'steamed', 'menu', 'gangneungsi', 'restaurant', 'korean']"
147,1878323,80,DAVINCHI MOTEL [Korea Quality] / 다빈치모텔 [한국관광 품질인증],"Davinci Motel in Gangneung, Gangwon-do is situated on the Jongdongjin Sun Cruise Hill, enabling the guests to enjoy a view of the East Sea. It has a total of 22 guestrooms and an observatory on the 8th floor, which commands a panoramic view of Jeongdongjin. The guestrooms are kept clean and comfortable for tourists visiting Gangneung for relaxation. It's a great place to lodge and take a walk along the beach because it's only 15 minutes away from Jeongdongjin Beach on foot. It also has outdoor barbecue facilities for families and small groups. The exterior wall of the building is designed with embossed graphics.",http://tong.visitkorea.or.kr/cms/resource/82/2528182_image2_1.jpg,"920-40, Heonhwa-ro Gangdong-myeon, Gangneung-si, Gangwon-do",129.0418252445,37.6828655845,"['foot', '22', 'lodge', 'designed', 'embossed', 'guests', 'exterior', 'observatory', 'small', 'sun', 'clean', 'families', 'davinci', 'great', 'tourists', 'wall', 'cruise', 'jeongdongjin', 'graphics', 'groups', 'panoramic', '8th', 'walk', 'outdoor', 'building', 'gangneung', 'view', 'total', 'situated', 'sea', 'along', 'facilities', 'visiting', 'east', 'relaxation', 'minutes', 'enabling', 'hill', 'kept', 'away', 'jongdongjin', 'barbecue', 'guestrooms', '15', 'commands', 'beach', 'take', 'motel', 'comfortable', 'floor']"
148,1877990,80,DAWOO RESORTS [Korea Quality] / 다우리조텔 [한국관광 품질인증],"Located in Jeongdongjin, Gangneung City by the shore of the East Sea, Dawoo Resort welcomes guests with its sophisticated and stylish design, including the grand and refined ceiling of the lobby which is open to the second floor. Every room commands a view of the sunrise, and guests can enjoy cooking in the kitchen. Many tourist attractions are situated nearby in Jeongdongjin, and a convenient pickup service is available from almost every place in and around Jeongdongjin.",http://tong.visitkorea.or.kr/cms/resource/17/2574517_image2_1.jpg,"43, Jeongdongdeungmyeong-gil, Gangneung-si, Gangwon-do",129.0148492225,37.7044625619,"['tourist', 'guests', 'welcomes', 'service', 'almost', 'nearby', 'lobby', 'shore', 'stylish', 'city', 'around', 'jeongdongjin', 'grand', 'gangneung', 'view', 'open', 'attractions', 'ceiling', 'room', 'situated', 'resort', 'sea', 'convenient', 'available', 'design', 'sunrise', 'east', 'sophisticated', 'pickup', 'dawoo', 'second', 'cooking', 'commands', 'every', 'kitchen', 'refined', 'floor']"
149,2855647,82,Ddanji Pub (Pizza & Pasta) (딴지펍 (PIZZA&PASTA)),Traditional oven-baked Napoli-style pizzas highlight the menu at Pizza &amp; Pasta.<br />Enjoy this rare opportunity to taste the high quality cheeses and other ingredients that go into the making of Korea&rsquo;s most authentic pizzas.,http://tong.visitkorea.or.kr/cms/resource/81/2845681_image2_1.jpg,"1 , Namiseom-gil, Chuncheon-si, Gangwon-do",127.5255090138,37.7963208193,"['highlight', 'menu', 'cheeses', 'napolistyle', 'traditional', 'ingredients', 'opportunity', 'making', 'rare', 'quality', 'pizzas', 'pizza', 'ovenbaked', 'go', 'high', 'amp', 'authentic', 'pastabr', 'korearsquos', 'taste']"
150,1777444,76,Deokangsan Mountain (덕항산),"Deokangsan Mountain is where Hwanseongul Cave is located, and is part of the Samcheok Daei-ri Cave Area, designated as Natural Monument No. 178. The mountain has unique peaks and has a warm welcoming feeling from the entrance. There are various folklore relics within the mountain, leading to many visitors.",http://tong.visitkorea.or.kr/cms/resource/19/1425619_image2_1.jpg,"Daegi-ri, Samcheok-si, Gangwon-do",129.0360818354,37.3039230357,"['leading', 'samcheok', 'unique', 'daeiri', 'hwanseongul', 'welcoming', 'designated', 'monument', 'peaks', '178', 'warm', 'deokangsan', 'feeling', 'natural', 'mountain', 'part', 'relics', 'folklore', 'within', 'cave', 'entrance']"
151,2656548,82,Deokpori Guksu (덕포리국수),"This is a Korean cuisine located in Wonju-si, Gangwon-do. The representative menu is noodles in pollack broth. Try a variety of noodle dishes.",http://tong.visitkorea.or.kr/cms/resource/40/2652840_image2_1.jpg,"17-3, Geongang-ro, Wonju-si, Gangwon-do",127.9887169095,37.3259478085,"['broth', 'noodles', 'cuisine', 'try', 'dishes', 'representative', 'noodle', 'menu', 'pollack', 'wonjusi', 'variety', 'korean']"
152,2001682,76,Deungseon Falls (Samaksan Mountain) (등선폭포(삼악산)),"Samaksan Mountain in Chuncheon is known for many waterfalls in different sizes along the gorge, and especially Deungseon Falls is the best known to tourists. By entering the hiking trail of the falls, you will encounter a narrow and deep gorge. Formed through quartzitic jointing, the gorge has a mysterious atmosphere with its strange rocks and bizarre stones, which look sharp and precipitous. As the gorge and falls keep their cool temperature, the area is a popular summer resort. Deungseon Falls is one of the Eight Sights of Deungseon, along with Seunghak Falls, Baengnyeon Falls, and Biryong Falls. The quickest way to get to Deungseon Falls starts from the Deungseon Falls Ticket Booth, which is close to Gangchon.",http://tong.visitkorea.or.kr/cms/resource/27/1842027_image2_1.jpg,"1401-30, Gyeongchun-ro, Seo-myeon, Chuncheon-si, Gangwon-do",127.6596487065,37.8260420693,"['keep', 'biryong', 'deungseon', 'samaksan', 'cool', 'eight', 'quartzitic', 'close', 'starts', 'sharp', 'falls', 'deep', 'precipitous', 'quickest', 'tourists', 'gangchon', 'formed', 'mysterious', 'narrow', 'baengnyeon', 'seunghak', 'chuncheon', 'temperature', 'resort', 'entering', 'booth', 'encounter', 'best', 'along', 'summer', 'look', 'hiking', 'atmosphere', 'gorge', 'way', 'ticket', 'especially', 'sizes', 'trail', 'waterfalls', 'stones', 'sights', 'strange', 'jointing', 'known', 'rocks', 'bizarre', 'popular', 'get', 'different', 'mountain']"
153,2815429,76,Dojjaebigol Sky Valley (도째비골스카이밸리),"Dojjaebigol Sky Valley, located between Mukho Lighthouse and Wolsotaekji, provides a beautiful view of East Sea with various activities. Dojjaebi is a regional dialect of the word dokkaebi (Korean goblin). Opened in 2021, Dojjaebigol Sky Valley offers entertaining facilities such as Sky Walk, Sky Cycle, and Giant Slide as well as Dojjaebi Art House where visitors can buy souvenirs. Visitors can enjoy beautiful views and exciting leisure sports such as 59-meter-high glass-bottom Sky Walk, floating in air with Sky Cycle, and 30-meter-long Giant Slide.<br>",http://tong.visitkorea.or.kr/cms/resource/20/2742020_image2_1.jpg,"2-109, Mukhojin-dong, Donghae-si, Gangwon-do",129.1191500261,37.5553040418,"['sky', 'glassbottom', 'air', 'floating', 'exciting', 'house', 'entertaining', 'wolsotaekji', 'dialect', '30meterlong', 'provides', 'walk', 'view', 'beautiful', 'views', 'lighthouse', 'sea', 'activities', 'dojjaebigol', 'regional', 'facilities', 'sports', 'valley', 'opened', 'dokkaebi', 'east', 'cycle', 'buy', 'dojjaebi', '59meterhigh', '2021', 'mukho', 'art', 'leisure', 'slidebr', 'korean', 'word', 'slide', 'giant', 'souvenirs', 'goblin']"
154,2596795,80,Donganjae [Korea Quality] / 동해한옥 동안재(동안재) [한국관광 품질인증],"
Donganjae, a traditional Korean style house located near the beach in Donghae City of Gangwon-do, was opened in June 2018. The traditional Korean style house is equipped with modern facilities for convenience while still maintaining the elegant mood of a traditional house. The rooms are located in 5 traditional buildings. The foot bath in the garden gives the feel of a pool villa. Each of the 5 independent buildings (named Mureung, Duta, Chooam, Mukho, and Mangsang to accommodate 3-4 guests in each building) has an upper floor of which the three sides can be opened to command an unobstructed view. The outdoor foot bath in the center of the garden with pine trees relieves fatigue, and the soothing scent of pine trees completes the ambiance. It is possible to cook food in the room. Each room also has a bathroom equipped with bidet and a shower booth. 
The recently constructed buildings are also handicapped-friendly. There is a parking space exclusive for these guests. There is also no raised spot at the gate and the threshold is made very low for easy entrance and exit. Various tools such as Tuho, Yut, Jegi, and top are ready for playing traditional games. You can likewise try wearing hanbok, Korean traditional clothes. The nearby tourist attractions include Cheongok Natural Cave, Chooam Chotdaebawi Rock, Mangsang Beach, Mukho Por,t and Mukho Lighthouse. There is a walking path behind the pension in the pine forest. 
<br>",http://tong.visitkorea.or.kr/cms/resource/82/2633982_image2_1.jpg,"74-2, Cheongok 1-gil, Donghae-si, Gangwon-do",129.1083018312,37.5283347164,"['pool', 'mood', 'feel', 'relieves', 'exclusive', 'games', 'threshold', 'june', 'traditional', 'try', 'handicappedfriendly', '5', 'pension', 'playing', 'food', 'lighthouse', 'style', 'facilities', 'center', 'space', 'bidet', 'natural', 'chotdaebawi', 'modern', '34', 'mukho', 'chooam', 'jegi', 'entrance', 'raised', 'exit', 'cheongok', 'forest', 'convenience', 'tuho', 'clothes', 'bath', 'path', 'donghae', 'outdoor', 'building', 'attractions', 'booth', 'mangsang', 'port', 'walking', 'shower', '2018', 'ready', 'ambiance', 'br', 'cave', 'possible', 'still', 'made', 'likewise', 'tourist', 'scent', 'near', 'recently', 'behind', 'gives', 'donganjae', 'view', 'room', 'trees', 'command', 'include', 'duta', 'opened', 'rooms', 'elegant', 'soothing', 'spot', 'bathroom', 'low', 'equipped', 'accommodate', 'garden', 'three', 'korean', 'constructed', 'wearing', 'floor', 'maintaining', 'foot', 'independent', 'tools', 'guests', 'top', 'nearby', 'buildings', 'cook', 'house', 'sides', 'city', 'mureung', 'rock', 'upper', 'parking', 'unobstructed', 'yut', 'hanbok', 'easy', 'villa', 'gate', 'completes', 'named', 'beach', 'pine', 'fatigue']"
155,2695099,82,Dongchon Bada Yangpuni Dongtaetang (동촌바다양푼이동태탕),"A good place to visit when you want to eat hot soup. This Korean dishes restaurant is located in Hwacheon-gun, Gangwon-do. The representative menu is pollack soup.",http://tong.visitkorea.or.kr/cms/resource/80/2701380_image2_1.jpg,"49-13, Sangseung-ro, Hwacheon-gun, Gangwon-do",127.7038502468,38.1056353301,"['hot', 'dishes', 'good', 'eat', 'representative', 'soup', 'menu', 'restaurant', 'pollack', 'korean', 'hwacheongun', 'visit', 'want']"
156,1827088,85,Donggang International Photo Festival (동강국제사진제),"Donggang International Photo Festival is a representative photo festival with a wide range of participants, such as photography enthusiasts, national and international photographers, and the residents of Yeongwol, Gangwon-do. The festival is comprised of the Main Exhibition, DongGang Photography Award Exhibition, International Open Call, Photojournalists Exhibition, Gangwon Province Photographers Exhibition, Yeongwol County Photographers Exhibition, Elementary School Photo Diary Exhibition, Street Installation Exhibition and Workshop (Yeongwol Photo Tour Program, Continuing Education Exhibition, Artist Talk, Elementary Students Workshop).",http://tong.visitkorea.or.kr/cms/resource/60/2826360_image2_1.jpg,"1909-10, Yeongwol-ro, Yeongwol-gun, Gangwon-do",128.4615147283,37.1819788343,"['students', 'photographers', 'school', 'installation', 'range', 'yeongwol', 'wide', 'enthusiasts', 'national', 'artist', 'call', 'exhibition', 'continuing', 'street', 'photojournalists', 'education', 'festival', 'open', 'photo', 'county', 'international', 'photography', 'workshop', 'main', 'residents', 'elementary', 'talk', 'donggang', 'gangwon', 'diary', 'comprised', 'representative', 'award', 'province', 'program', 'participants', 'tour']"
